"id","emotion","x","y","valence","arousal"
"64018f58d236aad3893f34b6","Sleepy",252,414,2,164
"64018f58d236aad3893f34b6","Still",247,480,-3,230
"64018f58d236aad3893f34b6","Quiet",252,329,2,79
"64018f58d236aad3893f34b6","Sluggish",254,422,4,172
"64018f58d236aad3893f34b6","Sad",73,322,-177,72
"64018f58d236aad3893f34b6","Disappointed",60,330,-190,80
"64018f58d236aad3893f34b6","Disgusted",67,243,-183,-7
"64018f58d236aad3893f34b6","Annoyed",178,184,-72,-66
"64018f58d236aad3893f34b6","Angry",114,91,-136,-159
"64018f58d236aad3893f34b6","Afraid",43,317,-207,67
"64018f58d236aad3893f34b6","Nervous",195,138,-55,-112
"634ef87aec0966557c825573","Neutral",253,250,3,0
"634ef87aec0966557c825573","Surprised",412,389,162,139
"634ef87aec0966557c825573","Aroused",406,449,156,199
"634ef87aec0966557c825573","Peppy",288,200,38,-50
"634ef87aec0966557c825573","Enthusiastic",352,154,102,-96
"634ef87aec0966557c825573","Happy",358,350,108,100
"634ef87aec0966557c825573","Satisfied",355,396,105,146
"634ef87aec0966557c825573","Relaxed",429,469,179,219
"634ef87aec0966557c825573","Calm",389,408,139,158
"634ef87aec0966557c825573","Sleepy",184,384,-66,134
"634ef87aec0966557c825573","Still",299,293,49,43
"634ef87aec0966557c825573","Quiet",418,486,168,236
"634ef87aec0966557c825573","Sluggish",140,377,-110,127
"634ef87aec0966557c825573","Sad",183,319,-67,69
"634ef87aec0966557c825573","Disappointed",60,432,-190,182
"634ef87aec0966557c825573","Disgusted",139,147,-111,-103
"634ef87aec0966557c825573","Annoyed",194,313,-56,63
"634ef87aec0966557c825573","Angry",161,190,-89,-60
"634ef87aec0966557c825573","Afraid",190,217,-60,-33
"634ef87aec0966557c825573","Nervous",188,460,-62,210
"60fd6618f9a377f54dcdf318","Neutral",252,248,2,-2
"60fd6618f9a377f54dcdf318","Surprised",387,64,137,-186
"60fd6618f9a377f54dcdf318","Aroused",312,39,62,-211
"60fd6618f9a377f54dcdf318","Peppy",417,62,167,-188
"60fd6618f9a377f54dcdf318","Enthusiastic",409,87,159,-163
"60fd6618f9a377f54dcdf318","Happy",471,178,221,-72
"60fd6618f9a377f54dcdf318","Satisfied",437,335,187,85
"60fd6618f9a377f54dcdf318","Relaxed",326,436,76,186
"60fd6618f9a377f54dcdf318","Calm",261,447,11,197
"60fd6618f9a377f54dcdf318","Sleepy",300,413,50,163
"60fd6618f9a377f54dcdf318","Still",246,446,-4,196
"60fd6618f9a377f54dcdf318","Quiet",256,435,6,185
"60fd6618f9a377f54dcdf318","Sluggish",218,462,-32,212
"60fd6618f9a377f54dcdf318","Sad",67,381,-183,131
"60fd6618f9a377f54dcdf318","Disappointed",110,416,-140,166
"60fd6618f9a377f54dcdf318","Disgusted",22,210,-228,-40
"60fd6618f9a377f54dcdf318","Annoyed",51,132,-199,-118
"60fd6618f9a377f54dcdf318","Angry",40,65,-210,-185
"60fd6618f9a377f54dcdf318","Afraid",67,168,-183,-82
"60fd6618f9a377f54dcdf318","Nervous",110,211,-140,-39
"63614f71fa75fcbcee84f2ac","Neutral",251,248,1,-2
"63614f71fa75fcbcee84f2ac","Surprised",334,190,84,-60
"63614f71fa75fcbcee84f2ac","Aroused",250,144,0,-106
"63614f71fa75fcbcee84f2ac","Peppy",297,194,47,-56
"63614f71fa75fcbcee84f2ac","Enthusiastic",434,82,184,-168
"63614f71fa75fcbcee84f2ac","Happy",440,155,190,-95
"63614f71fa75fcbcee84f2ac","Satisfied",369,249,119,-1
"63614f71fa75fcbcee84f2ac","Relaxed",252,329,2,79
"63614f71fa75fcbcee84f2ac","Calm",270,238,20,-12
"63614f71fa75fcbcee84f2ac","Sleepy",238,281,-12,31
"63614f71fa75fcbcee84f2ac","Still",250,247,0,-3
"63614f71fa75fcbcee84f2ac","Quiet",252,256,2,6
"63614f71fa75fcbcee84f2ac","Sluggish",204,332,-46,82
"63614f71fa75fcbcee84f2ac","Sad",189,289,-61,39
"63614f71fa75fcbcee84f2ac","Disappointed",253,483,3,233
"63614f71fa75fcbcee84f2ac","Disgusted",100,243,-150,-7
"63614f71fa75fcbcee84f2ac","Annoyed",168,240,-82,-10
"63614f71fa75fcbcee84f2ac","Angry",15,251,-235,1
"63614f71fa75fcbcee84f2ac","Afraid",103,382,-147,132
"63614f71fa75fcbcee84f2ac","Nervous",178,239,-72,-11
"6317ff092d6b47344b7d1ec5","Neutral",252,249,2,-1
"6317ff092d6b47344b7d1ec5","Surprised",250,21,0,-229
"6317ff092d6b47344b7d1ec5","Aroused",249,14,-1,-236
"6317ff092d6b47344b7d1ec5","Peppy",497,13,247,-237
"6317ff092d6b47344b7d1ec5","Enthusiastic",492,13,242,-237
"6317ff092d6b47344b7d1ec5","Happy",480,150,230,-100
"6317ff092d6b47344b7d1ec5","Satisfied",487,487,237,237
"6317ff092d6b47344b7d1ec5","Relaxed",476,477,226,227
"6317ff092d6b47344b7d1ec5","Calm",253,488,3,238
"6317ff092d6b47344b7d1ec5","Sleepy",250,488,0,238
"6317ff092d6b47344b7d1ec5","Still",252,251,2,1
"6317ff092d6b47344b7d1ec5","Quiet",250,481,0,231
"6317ff092d6b47344b7d1ec5","Sluggish",244,487,-6,237
"6317ff092d6b47344b7d1ec5","Sad",12,489,-238,239
"6317ff092d6b47344b7d1ec5","Disappointed",24,482,-226,232
"6317ff092d6b47344b7d1ec5","Disgusted",15,493,-235,243
"6317ff092d6b47344b7d1ec5","Annoyed",30,141,-220,-109
"6317ff092d6b47344b7d1ec5","Angry",25,99,-225,-151
"6317ff092d6b47344b7d1ec5","Afraid",10,8,-240,-242
"6317ff092d6b47344b7d1ec5","Nervous",16,19,-234,-231
"6400dcf7361c4d3315b027b4","Neutral",252,247,2,-3
"6400dcf7361c4d3315b027b4","Surprised",439,226,189,-24
"6400dcf7361c4d3315b027b4","Aroused",251,10,1,-240
"6400dcf7361c4d3315b027b4","Peppy",436,69,186,-181
"6400dcf7361c4d3315b027b4","Enthusiastic",423,49,173,-201
"6400dcf7361c4d3315b027b4","Happy",441,88,191,-162
"6400dcf7361c4d3315b027b4","Satisfied",469,230,219,-20
"6400dcf7361c4d3315b027b4","Relaxed",394,433,144,183
"6400dcf7361c4d3315b027b4","Calm",415,409,165,159
"6400dcf7361c4d3315b027b4","Sleepy",254,494,4,244
"6400dcf7361c4d3315b027b4","Still",271,441,21,191
"6400dcf7361c4d3315b027b4","Quiet",298,463,48,213
"6400dcf7361c4d3315b027b4","Sluggish",229,475,-21,225
"6400dcf7361c4d3315b027b4","Sad",50,333,-200,83
"6400dcf7361c4d3315b027b4","Disappointed",33,178,-217,-72
"6400dcf7361c4d3315b027b4","Disgusted",33,168,-217,-82
"6400dcf7361c4d3315b027b4","Annoyed",54,164,-196,-86
"6400dcf7361c4d3315b027b4","Angry",52,30,-198,-220
"6400dcf7361c4d3315b027b4","Afraid",50,69,-200,-181
"6400dcf7361c4d3315b027b4","Nervous",59,217,-191,-33
"5de90f54a48441037ac21f43","Neutral",254,252,4,2
"5de90f54a48441037ac21f43","Surprised",251,38,1,-212
"5de90f54a48441037ac21f43","Aroused",251,34,1,-216
"5de90f54a48441037ac21f43","Peppy",463,24,213,-226
"5de90f54a48441037ac21f43","Enthusiastic",450,37,200,-213
"5de90f54a48441037ac21f43","Happy",444,296,194,46
"5de90f54a48441037ac21f43","Satisfied",477,471,227,221
"5de90f54a48441037ac21f43","Relaxed",303,463,53,213
"5de90f54a48441037ac21f43","Calm",363,461,113,211
"5de90f54a48441037ac21f43","Sleepy",251,460,1,210
"5de90f54a48441037ac21f43","Still",250,452,0,202
"5de90f54a48441037ac21f43","Quiet",262,458,12,208
"5de90f54a48441037ac21f43","Sluggish",180,466,-70,216
"5de90f54a48441037ac21f43","Sad",19,209,-231,-41
"5de90f54a48441037ac21f43","Disappointed",32,374,-218,124
"5de90f54a48441037ac21f43","Disgusted",129,235,-121,-15
"5de90f54a48441037ac21f43","Annoyed",122,152,-128,-98
"5de90f54a48441037ac21f43","Angry",25,225,-225,-25
"5de90f54a48441037ac21f43","Afraid",12,13,-238,-237
"5de90f54a48441037ac21f43","Nervous",138,40,-112,-210
"640feb5e49b723bcfaad6437","Neutral",252,455,2,205
"640feb5e49b723bcfaad6437","Surprised",295,90,45,-160
"640feb5e49b723bcfaad6437","Aroused",344,115,94,-135
"640feb5e49b723bcfaad6437","Peppy",374,116,124,-134
"640feb5e49b723bcfaad6437","Enthusiastic",411,87,161,-163
"640feb5e49b723bcfaad6437","Happy",443,207,193,-43
"640feb5e49b723bcfaad6437","Satisfied",374,312,124,62
"640feb5e49b723bcfaad6437","Relaxed",356,434,106,184
"640feb5e49b723bcfaad6437","Calm",357,357,107,107
"640feb5e49b723bcfaad6437","Sleepy",329,468,79,218
"640feb5e49b723bcfaad6437","Still",250,428,0,178
"640feb5e49b723bcfaad6437","Quiet",250,406,0,156
"640feb5e49b723bcfaad6437","Sluggish",207,443,-43,193
"640feb5e49b723bcfaad6437","Sad",124,267,-126,17
"640feb5e49b723bcfaad6437","Disappointed",129,395,-121,145
"640feb5e49b723bcfaad6437","Disgusted",41,217,-209,-33
"640feb5e49b723bcfaad6437","Annoyed",156,160,-94,-90
"640feb5e49b723bcfaad6437","Angry",92,197,-158,-53
"640feb5e49b723bcfaad6437","Afraid",133,188,-117,-62
"640feb5e49b723bcfaad6437","Nervous",182,122,-68,-128
"59e7d3f97f3d71000171def0","Neutral",250,250,0,0
"59e7d3f97f3d71000171def0","Surprised",250,20,0,-230
"59e7d3f97f3d71000171def0","Aroused",249,10,-1,-240
"59e7d3f97f3d71000171def0","Peppy",318,57,68,-193
"59e7d3f97f3d71000171def0","Enthusiastic",422,107,172,-143
"59e7d3f97f3d71000171def0","Happy",457,49,207,-201
"59e7d3f97f3d71000171def0","Satisfied",386,246,136,-4
"59e7d3f97f3d71000171def0","Relaxed",397,400,147,150
"59e7d3f97f3d71000171def0","Calm",364,412,114,162
"59e7d3f97f3d71000171def0","Sleepy",250,487,0,237
"59e7d3f97f3d71000171def0","Still",250,247,0,-3
"59e7d3f97f3d71000171def0","Quiet",252,443,2,193
"59e7d3f97f3d71000171def0","Sluggish",224,467,-26,217
"59e7d3f97f3d71000171def0","Sad",30,200,-220,-50
"59e7d3f97f3d71000171def0","Disappointed",159,248,-91,-2
"59e7d3f97f3d71000171def0","Disgusted",76,412,-174,162
"59e7d3f97f3d71000171def0","Annoyed",169,317,-81,67
"59e7d3f97f3d71000171def0","Angry",91,93,-159,-157
"59e7d3f97f3d71000171def0","Afraid",22,25,-228,-225
"59e7d3f97f3d71000171def0","Nervous",165,192,-85,-58
"5c2c62542c45d400014a32e6","Neutral",251,248,1,-2
"5c2c62542c45d400014a32e6","Surprised",251,98,1,-152
"5c2c62542c45d400014a32e6","Aroused",253,23,3,-227
"5c2c62542c45d400014a32e6","Peppy",367,158,117,-92
"5c2c62542c45d400014a32e6","Enthusiastic",439,49,189,-201
"5c2c62542c45d400014a32e6","Happy",370,130,120,-120
"5c2c62542c45d400014a32e6","Satisfied",328,214,78,-36
"5c2c62542c45d400014a32e6","Relaxed",315,389,65,139
"5c2c62542c45d400014a32e6","Calm",253,471,3,221
"5c2c62542c45d400014a32e6","Sleepy",179,472,-71,222
"5c2c62542c45d400014a32e6","Still",252,376,2,126
"5c2c62542c45d400014a32e6","Quiet",252,357,2,107
"5c2c62542c45d400014a32e6","Sluggish",163,475,-87,225
"5c2c62542c45d400014a32e6","Sad",57,320,-193,70
"5c2c62542c45d400014a32e6","Disappointed",85,189,-165,-61
"5c2c62542c45d400014a32e6","Disgusted",126,61,-124,-189
"5c2c62542c45d400014a32e6","Annoyed",111,185,-139,-65
"5c2c62542c45d400014a32e6","Angry",48,52,-202,-198
"5c2c62542c45d400014a32e6","Afraid",152,107,-98,-143
"5c2c62542c45d400014a32e6","Nervous",106,285,-144,35
"5dd4074feab0423daf012f92","Neutral",250,251,0,1
"5dd4074feab0423daf012f92","Surprised",258,83,8,-167
"5dd4074feab0423daf012f92","Aroused",252,32,2,-218
"5dd4074feab0423daf012f92","Peppy",NA,NA,NA,NA
"5dd4074feab0423daf012f92","Enthusiastic",415,77,165,-173
"5dd4074feab0423daf012f92","Happy",445,250,195,0
"5dd4074feab0423daf012f92","Satisfied",440,252,190,2
"5dd4074feab0423daf012f92","Relaxed",460,446,210,196
"5dd4074feab0423daf012f92","Calm",378,380,128,130
"5dd4074feab0423daf012f92","Sleepy",250,406,0,156
"5dd4074feab0423daf012f92","Still",252,484,2,234
"5dd4074feab0423daf012f92","Quiet",326,350,76,100
"5dd4074feab0423daf012f92","Sluggish",117,434,-133,184
"5dd4074feab0423daf012f92","Sad",101,407,-149,157
"5dd4074feab0423daf012f92","Disappointed",63,444,-187,194
"5dd4074feab0423daf012f92","Disgusted",150,173,-100,-77
"5dd4074feab0423daf012f92","Annoyed",34,118,-216,-132
"5dd4074feab0423daf012f92","Angry",47,34,-203,-216
"5dd4074feab0423daf012f92","Afraid",116,158,-134,-92
"5dd4074feab0423daf012f92","Nervous",134,145,-116,-105
"5eaad5dcc2e64603e5122442","Neutral",250,249,0,-1
"5eaad5dcc2e64603e5122442","Surprised",250,173,0,-77
"5eaad5dcc2e64603e5122442","Aroused",253,127,3,-123
"5eaad5dcc2e64603e5122442","Peppy",381,87,131,-163
"5eaad5dcc2e64603e5122442","Enthusiastic",388,89,138,-161
"5eaad5dcc2e64603e5122442","Happy",426,128,176,-122
"5eaad5dcc2e64603e5122442","Satisfied",413,191,163,-59
"5eaad5dcc2e64603e5122442","Relaxed",342,248,92,-2
"5eaad5dcc2e64603e5122442","Calm",250,250,0,0
"5eaad5dcc2e64603e5122442","Sleepy",251,339,1,89
"5eaad5dcc2e64603e5122442","Still",251,247,1,-3
"5eaad5dcc2e64603e5122442","Quiet",250,319,0,69
"5eaad5dcc2e64603e5122442","Sluggish",141,413,-109,163
"5eaad5dcc2e64603e5122442","Sad",161,317,-89,67
"5eaad5dcc2e64603e5122442","Disappointed",70,344,-180,94
"5eaad5dcc2e64603e5122442","Disgusted",49,286,-201,36
"5eaad5dcc2e64603e5122442","Annoyed",127,287,-123,37
"5eaad5dcc2e64603e5122442","Angry",79,191,-171,-59
"5eaad5dcc2e64603e5122442","Afraid",36,83,-214,-167
"5eaad5dcc2e64603e5122442","Nervous",148,136,-102,-114
"63d15e1be853005ff591b935","Neutral",252,246,2,-4
"63d15e1be853005ff591b935","Surprised",252,80,2,-170
"63d15e1be853005ff591b935","Aroused",312,152,62,-98
"63d15e1be853005ff591b935","Peppy",308,125,58,-125
"63d15e1be853005ff591b935","Enthusiastic",455,34,205,-216
"63d15e1be853005ff591b935","Happy",429,209,179,-41
"63d15e1be853005ff591b935","Satisfied",408,248,158,-2
"63d15e1be853005ff591b935","Relaxed",393,339,143,89
"63d15e1be853005ff591b935","Calm",288,293,38,43
"63d15e1be853005ff591b935","Sleepy",228,411,-22,161
"63d15e1be853005ff591b935","Still",251,296,1,46
"63d15e1be853005ff591b935","Quiet",281,295,31,45
"63d15e1be853005ff591b935","Sluggish",203,352,-47,102
"63d15e1be853005ff591b935","Sad",133,314,-117,64
"63d15e1be853005ff591b935","Disappointed",165,284,-85,34
"63d15e1be853005ff591b935","Disgusted",106,188,-144,-62
"63d15e1be853005ff591b935","Annoyed",183,198,-67,-52
"63d15e1be853005ff591b935","Angry",106,81,-144,-169
"63d15e1be853005ff591b935","Afraid",65,83,-185,-167
"63d15e1be853005ff591b935","Nervous",177,183,-73,-67
"61719bfec06e3136189edb55","Neutral",252,248,2,-2
"61719bfec06e3136189edb55","Surprised",252,140,2,-110
"61719bfec06e3136189edb55","Aroused",374,49,124,-201
"61719bfec06e3136189edb55","Peppy",447,49,197,-201
"61719bfec06e3136189edb55","Enthusiastic",417,133,167,-117
"61719bfec06e3136189edb55","Happy",423,242,173,-8
"61719bfec06e3136189edb55","Satisfied",409,236,159,-14
"61719bfec06e3136189edb55","Relaxed",405,257,155,7
"61719bfec06e3136189edb55","Calm",440,432,190,182
"61719bfec06e3136189edb55","Sleepy",250,468,0,218
"61719bfec06e3136189edb55","Still",249,340,-1,90
"61719bfec06e3136189edb55","Quiet",253,283,3,33
"61719bfec06e3136189edb55","Sluggish",63,436,-187,186
"61719bfec06e3136189edb55","Sad",50,453,-200,203
"61719bfec06e3136189edb55","Disappointed",NA,NA,NA,NA
"61719bfec06e3136189edb55","Disgusted",25,100,-225,-150
"61719bfec06e3136189edb55","Annoyed",13,109,-237,-141
"61719bfec06e3136189edb55","Angry",25,18,-225,-232
"61719bfec06e3136189edb55","Afraid",96,241,-154,-9
"61719bfec06e3136189edb55","Nervous",127,207,-123,-43
"5d3221b8eb6cfa0001950113","Neutral",265,230,15,-20
"5d3221b8eb6cfa0001950113","Surprised",314,150,64,-100
"5d3221b8eb6cfa0001950113","Aroused",354,119,104,-131
"5d3221b8eb6cfa0001950113","Peppy",409,150,159,-100
"5d3221b8eb6cfa0001950113","Enthusiastic",457,129,207,-121
"5d3221b8eb6cfa0001950113","Happy",474,100,224,-150
"5d3221b8eb6cfa0001950113","Satisfied",442,202,192,-48
"5d3221b8eb6cfa0001950113","Relaxed",384,174,134,-76
"5d3221b8eb6cfa0001950113","Calm",250,251,0,1
"5d3221b8eb6cfa0001950113","Sleepy",116,300,-134,50
"5d3221b8eb6cfa0001950113","Still",292,220,42,-30
"5d3221b8eb6cfa0001950113","Quiet",286,223,36,-27
"5d3221b8eb6cfa0001950113","Sluggish",129,316,-121,66
"5d3221b8eb6cfa0001950113","Sad",154,192,-96,-58
"5d3221b8eb6cfa0001950113","Disappointed",104,213,-146,-37
"5d3221b8eb6cfa0001950113","Disgusted",22,174,-228,-76
"5d3221b8eb6cfa0001950113","Annoyed",32,169,-218,-81
"5d3221b8eb6cfa0001950113","Angry",88,162,-162,-88
"5d3221b8eb6cfa0001950113","Afraid",142,192,-108,-58
"5d3221b8eb6cfa0001950113","Nervous",121,117,-129,-133
"5eaf585e8a9edb65a576c008","Neutral",252,247,2,-3
"5eaf585e8a9edb65a576c008","Surprised",309,56,59,-194
"5eaf585e8a9edb65a576c008","Aroused",369,157,119,-93
"5eaf585e8a9edb65a576c008","Peppy",305,102,55,-148
"5eaf585e8a9edb65a576c008","Enthusiastic",384,110,134,-140
"5eaf585e8a9edb65a576c008","Happy",463,49,213,-201
"5eaf585e8a9edb65a576c008","Satisfied",372,151,122,-99
"5eaf585e8a9edb65a576c008","Relaxed",486,240,236,-10
"5eaf585e8a9edb65a576c008","Calm",348,297,98,47
"5eaf585e8a9edb65a576c008","Sleepy",253,433,3,183
"5eaf585e8a9edb65a576c008","Still",307,323,57,73
"5eaf585e8a9edb65a576c008","Quiet",252,250,2,0
"5eaf585e8a9edb65a576c008","Sluggish",205,387,-45,137
"5eaf585e8a9edb65a576c008","Sad",133,347,-117,97
"5eaf585e8a9edb65a576c008","Disappointed",156,305,-94,55
"5eaf585e8a9edb65a576c008","Disgusted",27,75,-223,-175
"5eaf585e8a9edb65a576c008","Annoyed",155,130,-95,-120
"5eaf585e8a9edb65a576c008","Angry",111,48,-139,-202
"5eaf585e8a9edb65a576c008","Afraid",92,203,-158,-47
"5eaf585e8a9edb65a576c008","Nervous",201,144,-49,-106
"6296290ec41bde1525dbb77e","Neutral",250,249,0,-1
"6296290ec41bde1525dbb77e","Surprised",112,226,-138,-24
"6296290ec41bde1525dbb77e","Aroused",338,9,88,-241
"6296290ec41bde1525dbb77e","Peppy",366,294,116,44
"6296290ec41bde1525dbb77e","Enthusiastic",402,136,152,-114
"6296290ec41bde1525dbb77e","Happy",419,57,169,-193
"6296290ec41bde1525dbb77e","Satisfied",482,186,232,-64
"6296290ec41bde1525dbb77e","Relaxed",420,417,170,167
"6296290ec41bde1525dbb77e","Calm",280,283,30,33
"6296290ec41bde1525dbb77e","Sleepy",267,427,17,177
"6296290ec41bde1525dbb77e","Still",271,404,21,154
"6296290ec41bde1525dbb77e","Quiet",220,272,-30,22
"6296290ec41bde1525dbb77e","Sluggish",192,421,-58,171
"6296290ec41bde1525dbb77e","Sad",201,218,-49,-32
"6296290ec41bde1525dbb77e","Disappointed",60,324,-190,74
"6296290ec41bde1525dbb77e","Disgusted",59,39,-191,-211
"6296290ec41bde1525dbb77e","Annoyed",126,221,-124,-29
"6296290ec41bde1525dbb77e","Angry",6,5,-244,-245
"6296290ec41bde1525dbb77e","Afraid",103,82,-147,-168
"6296290ec41bde1525dbb77e","Nervous",73,332,-177,82
"60ca4cfb5c287146cad0695a","Neutral",251,252,1,2
"60ca4cfb5c287146cad0695a","Surprised",NA,NA,NA,NA
"60ca4cfb5c287146cad0695a","Aroused",254,8,4,-242
"60ca4cfb5c287146cad0695a","Peppy",333,172,83,-78
"60ca4cfb5c287146cad0695a","Enthusiastic",495,8,245,-242
"60ca4cfb5c287146cad0695a","Happy",495,11,245,-239
"60ca4cfb5c287146cad0695a","Satisfied",473,182,223,-68
"60ca4cfb5c287146cad0695a","Relaxed",413,495,163,245
"60ca4cfb5c287146cad0695a","Calm",274,495,24,245
"60ca4cfb5c287146cad0695a","Sleepy",251,488,1,238
"60ca4cfb5c287146cad0695a","Still",264,496,14,246
"60ca4cfb5c287146cad0695a","Quiet",245,496,-5,246
"60ca4cfb5c287146cad0695a","Sluggish",9,496,-241,246
"60ca4cfb5c287146cad0695a","Sad",7,498,-243,248
"60ca4cfb5c287146cad0695a","Disappointed",38,21,-212,-229
"60ca4cfb5c287146cad0695a","Disgusted",8,9,-242,-241
"60ca4cfb5c287146cad0695a","Annoyed",6,7,-244,-243
"60ca4cfb5c287146cad0695a","Angry",56,18,-194,-232
"60ca4cfb5c287146cad0695a","Afraid",4,2,-246,-248
"60ca4cfb5c287146cad0695a","Nervous",1,8,-249,-242
"63d71e67dd0fcccd3cc745b0","Neutral",250,250,0,0
"63d71e67dd0fcccd3cc745b0","Surprised",265,79,15,-171
"63d71e67dd0fcccd3cc745b0","Aroused",252,99,2,-151
"63d71e67dd0fcccd3cc745b0","Peppy",369,56,119,-194
"63d71e67dd0fcccd3cc745b0","Enthusiastic",450,52,200,-198
"63d71e67dd0fcccd3cc745b0","Happy",451,301,201,51
"63d71e67dd0fcccd3cc745b0","Satisfied",451,390,201,140
"63d71e67dd0fcccd3cc745b0","Relaxed",381,477,131,227
"63d71e67dd0fcccd3cc745b0","Calm",345,398,95,148
"63d71e67dd0fcccd3cc745b0","Sleepy",251,251,1,1
"63d71e67dd0fcccd3cc745b0","Still",251,248,1,-2
"63d71e67dd0fcccd3cc745b0","Quiet",251,249,1,-1
"63d71e67dd0fcccd3cc745b0","Sluggish",216,471,-34,221
"63d71e67dd0fcccd3cc745b0","Sad",51,408,-199,158
"63d71e67dd0fcccd3cc745b0","Disappointed",53,351,-197,101
"63d71e67dd0fcccd3cc745b0","Disgusted",44,159,-206,-91
"63d71e67dd0fcccd3cc745b0","Annoyed",49,198,-201,-52
"63d71e67dd0fcccd3cc745b0","Angry",20,35,-230,-215
"63d71e67dd0fcccd3cc745b0","Afraid",9,54,-241,-196
"63d71e67dd0fcccd3cc745b0","Nervous",36,57,-214,-193
"5dc8465ad362415b3383405f","Neutral",250,247,0,-3
"5dc8465ad362415b3383405f","Surprised",419,40,169,-210
"5dc8465ad362415b3383405f","Aroused",478,24,228,-226
"5dc8465ad362415b3383405f","Peppy",429,76,179,-174
"5dc8465ad362415b3383405f","Enthusiastic",486,84,236,-166
"5dc8465ad362415b3383405f","Happy",487,247,237,-3
"5dc8465ad362415b3383405f","Satisfied",428,336,178,86
"5dc8465ad362415b3383405f","Relaxed",413,439,163,189
"5dc8465ad362415b3383405f","Calm",480,449,230,199
"5dc8465ad362415b3383405f","Sleepy",251,484,1,234
"5dc8465ad362415b3383405f","Still",250,465,0,215
"5dc8465ad362415b3383405f","Quiet",248,480,-2,230
"5dc8465ad362415b3383405f","Sluggish",168,450,-82,200
"5dc8465ad362415b3383405f","Sad",11,246,-239,-4
"5dc8465ad362415b3383405f","Disappointed",86,249,-164,-1
"5dc8465ad362415b3383405f","Disgusted",16,248,-234,-2
"5dc8465ad362415b3383405f","Annoyed",127,131,-123,-119
"5dc8465ad362415b3383405f","Angry",76,113,-174,-137
"5dc8465ad362415b3383405f","Afraid",27,65,-223,-185
"5dc8465ad362415b3383405f","Nervous",176,204,-74,-46
"63619eb02e5bd8f4f7bd138a","Neutral",250,247,0,-3
"63619eb02e5bd8f4f7bd138a","Surprised",250,250,0,0
"63619eb02e5bd8f4f7bd138a","Aroused",251,249,1,-1
"63619eb02e5bd8f4f7bd138a","Peppy",492,250,242,0
"63619eb02e5bd8f4f7bd138a","Enthusiastic",493,4,243,-246
"63619eb02e5bd8f4f7bd138a","Happy",492,247,242,-3
"63619eb02e5bd8f4f7bd138a","Satisfied",493,248,243,-2
"63619eb02e5bd8f4f7bd138a","Relaxed",494,250,244,0
"63619eb02e5bd8f4f7bd138a","Calm",495,246,245,-4
"63619eb02e5bd8f4f7bd138a","Sleepy",247,490,-3,240
"63619eb02e5bd8f4f7bd138a","Still",251,250,1,0
"63619eb02e5bd8f4f7bd138a","Quiet",494,246,244,-4
"63619eb02e5bd8f4f7bd138a","Sluggish",6,493,-244,243
"63619eb02e5bd8f4f7bd138a","Sad",8,249,-242,-1
"63619eb02e5bd8f4f7bd138a","Disappointed",3,247,-247,-3
"63619eb02e5bd8f4f7bd138a","Disgusted",8,247,-242,-3
"63619eb02e5bd8f4f7bd138a","Annoyed",16,250,-234,0
"63619eb02e5bd8f4f7bd138a","Angry",5,9,-245,-241
"63619eb02e5bd8f4f7bd138a","Afraid",16,246,-234,-4
"63619eb02e5bd8f4f7bd138a","Nervous",8,248,-242,-2
"65da873891cb7174c9544968","Neutral",249,256,-1,6
"65da873891cb7174c9544968","Surprised",483,255,233,5
"65da873891cb7174c9544968","Aroused",253,21,3,-229
"65da873891cb7174c9544968","Peppy",487,257,237,7
"65da873891cb7174c9544968","Enthusiastic",485,251,235,1
"65da873891cb7174c9544968","Happy",481,250,231,0
"65da873891cb7174c9544968","Satisfied",489,253,239,3
"65da873891cb7174c9544968","Relaxed",488,257,238,7
"65da873891cb7174c9544968","Calm",428,251,178,1
"65da873891cb7174c9544968","Sleepy",258,489,8,239
"65da873891cb7174c9544968","Still",251,486,1,236
"65da873891cb7174c9544968","Quiet",250,249,0,-1
"65da873891cb7174c9544968","Sluggish",248,493,-2,243
"65da873891cb7174c9544968","Sad",10,242,-240,-8
"65da873891cb7174c9544968","Disappointed",22,247,-228,-3
"65da873891cb7174c9544968","Disgusted",21,251,-229,1
"65da873891cb7174c9544968","Annoyed",21,255,-229,5
"65da873891cb7174c9544968","Angry",13,254,-237,4
"65da873891cb7174c9544968","Afraid",255,487,5,237
"65da873891cb7174c9544968","Nervous",249,488,-1,238
"608bfa04767191aa4d57bfd8","Neutral",250,246,0,-4
"608bfa04767191aa4d57bfd8","Surprised",369,142,119,-108
"608bfa04767191aa4d57bfd8","Aroused",417,68,167,-182
"608bfa04767191aa4d57bfd8","Peppy",379,98,129,-152
"608bfa04767191aa4d57bfd8","Enthusiastic",383,126,133,-124
"608bfa04767191aa4d57bfd8","Happy",369,121,119,-129
"608bfa04767191aa4d57bfd8","Satisfied",420,437,170,187
"608bfa04767191aa4d57bfd8","Relaxed",363,369,113,119
"608bfa04767191aa4d57bfd8","Calm",369,399,119,149
"608bfa04767191aa4d57bfd8","Sleepy",203,469,-47,219
"608bfa04767191aa4d57bfd8","Still",252,250,2,0
"608bfa04767191aa4d57bfd8","Quiet",368,423,118,173
"608bfa04767191aa4d57bfd8","Sluggish",139,466,-111,216
"608bfa04767191aa4d57bfd8","Sad",83,396,-167,146
"608bfa04767191aa4d57bfd8","Disappointed",53,247,-197,-3
